property_id,address,city,province,property_type,bedrooms,bathrooms,parking_spaces,size_sqm,erf_size_sqm,listing_price,listing_date,sale_date,sale_price,agent_id,status
690,"91 Market Road, Framesby",Port Elizabeth,Eastern Cape,Townhouse,4,2,2,107,309,917106,2025-09-02,,,11,Listed
691,"422 Victoria Street, Observatory",Cape Town,Western Cape,House,5,2,1,362,460,4381472,2024-10-31,,,38,Withdrawn
692,"742 Long Avenue, Silverton",Pretoria,Gauteng,House,4,2.5,4,214,1093,2147355,2023-12-04,2024-04-25,2192130,17,Sold
693,"2 Church Lane, Montana",Pretoria,Gauteng,House,4,4,1,236,1005,2171270,2025-07-13,2026-01-04,2002502,12,Sold
694,"367 Main Lane, Menlyn",Pretoria,Gauteng,Apartment,4,1.5,1,80,0,1149902,2024-08-17,,,36,Withdrawn
695,"8 Long Road, Westville",Durban,KwaZulu-Natal,Apartment,3,1.5,1,118,0,1523010,2024-12-27,,,23,Listed
696,"423 Jan Smuts Drive, Hatfield",Pretoria,Gauteng,Townhouse,4,2,2,135,274,1576800,2025-10-10,2025-12-31,1577038,9,Sold
697,"605 Beach Lane, Lynnwood",Pretoria,Gauteng,House,4,3,2,213,1352,2758245,2023-12-02,2024-02-03,2834143,3,Sold
698,"215 Market Lane, Phoenix",Durban,KwaZulu-Natal,Commercial,0,2,27,1555,2541,8124451,2024-12-08,2025-03-25,7528314,49,Sold
699,"542 Church Avenue, Brooklyn",Pretoria,Gauteng,House,4,3,4,414,844,2410032,2025-02-03,,,9,Listed
700,"182 Long Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Townhouse,3,3,2,145,304,1731405,2023-12-31,,,46,Listed
701,"595 Park Lane, Houghton",Johannesburg,Gauteng,Farm,5,3,5,324,10633,3780632,2024-12-23,,,4,Listed
702,"147 Oak Street, Glenwood",Durban,KwaZulu-Natal,Apartment,1,1.5,1,149,0,908616,2024-07-27,,,25,Withdrawn
703,"312 Market Road, Rosebank",Johannesburg,Gauteng,Townhouse,4,2.5,2,187,261,2757853,2025-05-12,,,50,Listed
704,"60 Park Lane, Green Point",Cape Town,Western Cape,House,6,3,2,375,1421,2092663,2024-01-17,,,7,Listed
705,"584 Oak Street, Brooklyn",Pretoria,Gauteng,House,5,3,4,335,1237,1370313,2024-09-29,2025-03-28,1412757,8,Sold
706,"13 Nelson Mandela Avenue, Greenbushes",Port Elizabeth,Eastern Cape,House,5,2,1,307,1099,1779027,2024-05-26,2024-06-29,1793470,40,Sold
707,"614 Church Road, Midrand",Johannesburg,Gauteng,House,5,2,3,428,621,4588566,2025-07-26,,,27,Listed
708,"544 High Road, Menlyn",Pretoria,Gauteng,House,4,3,3,277,381,3320208,2025-04-29,,,18,Listed
709,"187 High Avenue, Newton Park",Port Elizabeth,Eastern Cape,House,5,2.5,1,404,1340,2755586,2025-08-16,,,36,Listed
710,"787 Long Road, Berea",Durban,KwaZulu-Natal,House,4,3,1,154,978,1768166,2024-09-10,2024-11-01,1610105,5,Sold
711,"685 Victoria Road, Glenwood",Durban,KwaZulu-Natal,Townhouse,4,2,1,250,222,2596446,2025-10-30,,,36,Under Offer
712,"160 Market Street, Montana",Pretoria,Gauteng,Apartment,1,2,2,140,0,2162705,2024-04-05,,,10,Listed
713,"954 Station Avenue, Montana",Pretoria,Gauteng,House,3,2,4,355,656,3623493,2025-09-19,2026-03-10,3468249,50,Sold
714,"485 Park Drive, Umlazi",Durban,KwaZulu-Natal,Townhouse,4,3,1,134,400,1011795,2024-10-19,,,30,Listed
715,"978 High Lane, Phoenix",Durban,KwaZulu-Natal,Apartment,1,1.5,2,67,0,1585814,2024-06-29,,,24,Withdrawn
716,"720 Main Avenue, Menlyn",Pretoria,Gauteng,Apartment,2,2,2,197,0,1008503,2024-03-20,2024-05-03,923164,30,Sold
717,"143 Nelson Mandela Avenue, Sandton",Johannesburg,Gauteng,House,5,3,2,174,928,4346747,2025-04-25,,,18,Under Offer
718,"285 Beach Drive, Bryanston",Johannesburg,Gauteng,Apartment,1,2.5,2,132,0,1964560,2025-10-16,2026-03-28,1795980,7,Sold
719,"505 Park Drive, Camps Bay",Cape Town,Western Cape,Apartment,1,2,1,197,0,2037265,2025-03-16,,,20,Under Offer
720,"974 Jan Smuts Drive, Sandton",Johannesburg,Gauteng,Apartment,4,1.5,2,146,0,1279521,2025-03-27,2025-09-12,1195877,1,Sold
721,"818 Nelson Mandela Drive, Framesby",Port Elizabeth,Eastern Cape,House,4,2.5,2,368,1433,2549184,2025-04-16,,,27,Under Offer
722,"899 Long Street, Waterfront",Cape Town,Western Cape,Townhouse,3,2.5,1,142,265,1409645,2025-01-06,,,46,Listed
723,"607 High Lane, Montana",Pretoria,Gauteng,Apartment,3,2.5,1,159,0,820861,2024-04-03,,,29,Listed
724,"658 High Road, Woodstock",Cape Town,Western Cape,House,5,2,2,396,798,4315599,2024-12-15,2025-02-12,3908762,23,Sold
725,"805 Station Avenue, Parktown",Johannesburg,Gauteng,Apartment,2,2,1,176,0,2503599,2025-01-14,2025-04-04,2349452,37,Sold
726,"126 High Lane, Newton Park",Port Elizabeth,Eastern Cape,House,4,2,3,303,1016,1690725,2025-04-01,2025-09-15,1662833,12,Sold
727,"20 Oak Road, Sunnyside",Pretoria,Gauteng,Townhouse,4,3,1,101,248,1609432,2025-03-07,2025-08-24,1546837,29,Sold
728,"817 Jan Smuts Drive, Bellville",Cape Town,Western Cape,Commercial,0,3,42,1596,4946,17015266,2024-07-25,2024-08-23,16925695,18,Sold
729,"112 Jan Smuts Avenue, Framesby",Port Elizabeth,Eastern Cape,Townhouse,4,1.5,2,138,309,776174,2025-09-13,2025-11-04,797172,36,Sold
730,"73 Park Avenue, Greenbushes",Port Elizabeth,Eastern Cape,House,4,2,4,217,1100,2137729,2025-07-21,,,15,Withdrawn
731,"198 Nelson Mandela Avenue, Green Point",Cape Town,Western Cape,House,5,1,4,151,1266,2152796,2024-04-18,,,48,Listed
732,"402 Church Road, Humewood",Port Elizabeth,Eastern Cape,House,6,3,3,329,361,2564484,2025-04-20,2025-09-04,2524053,43,Sold
733,"710 Market Street, Framesby",Port Elizabeth,Eastern Cape,Apartment,1,2,2,103,0,1688422,2025-06-15,,,8,Listed
734,"325 Oak Street, Durban North",Durban,KwaZulu-Natal,Apartment,4,2,1,196,0,1096587,2025-05-08,2025-08-23,1005354,21,Sold
735,"139 High Drive, Montana",Pretoria,Gauteng,House,4,2.5,4,243,300,3977640,2023-12-04,,,20,Listed
736,"488 Beach Avenue, Humewood",Port Elizabeth,Eastern Cape,Apartment,2,1.5,2,71,0,866668,2024-10-29,,,48,Under Offer
737,"793 Beach Street, Durban North",Durban,KwaZulu-Natal,House,5,2,2,163,417,3163409,2025-02-15,,,15,Listed
738,"565 Beach Road, Centurion",Pretoria,Gauteng,House,4,2,2,273,1238,3262239,2024-09-07,,,45,Listed
739,"33 Nelson Mandela Avenue, Arcadia",Pretoria,Gauteng,Apartment,2,2.5,1,147,0,1392520,2025-07-20,,,32,Listed
740,"98 Victoria Avenue, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,2,1.5,1,57,0,1097916,2025-08-26,,,28,Withdrawn
741,"699 Main Lane, Houghton",Johannesburg,Gauteng,Apartment,1,1.5,1,150,0,3111944,2025-05-07,,,35,Listed
742,"545 Oak Avenue, Umlazi",Durban,KwaZulu-Natal,House,4,2,4,369,1153,2758692,2025-05-10,2025-10-08,2777677,12,Sold
743,"109 Park Street, Bishopscourt",Cape Town,Western Cape,House,3,1,1,309,799,3665395,2025-10-16,2025-11-21,3417576,6,Sold
744,"355 High Avenue, Constantia",Cape Town,Western Cape,House,5,2.5,4,149,370,2731064,2025-02-21,2025-07-22,2696487,13,Sold
745,"70 Long Street, Waterkloof",Pretoria,Gauteng,Apartment,2,1.5,1,93,0,1856683,2025-02-04,,,16,Listed
746,"690 Long Road, Roodepoort",Johannesburg,Gauteng,Apartment,2,1.5,2,87,0,1578010,2025-02-22,,,16,Listed
747,"823 Station Drive, Morningside",Durban,KwaZulu-Natal,House,4,4,2,401,681,3151168,2025-04-02,,,43,Listed
748,"594 Station Drive, Greenbushes",Port Elizabeth,Eastern Cape,Apartment,1,1.5,2,88,0,946376,2025-08-05,,,14,Under Offer
749,"61 Jan Smuts Lane, Camps Bay",Cape Town,Western Cape,Apartment,1,2,2,130,0,2358850,2024-09-24,,,7,Under Offer
750,"971 Station Drive, Waterfront",Cape Town,Western Cape,Apartment,2,1,2,185,0,3336171,2023-11-04,,,17,Listed
751,"782 Oak Lane, Walmer",Port Elizabeth,Eastern Cape,House,5,2,3,192,1500,2051616,2025-03-19,,,38,Listed
752,"66 Station Road, Parktown",Johannesburg,Gauteng,Townhouse,3,1.5,2,196,364,1593027,2024-08-11,,,8,Listed
753,"443 Park Road, Montana",Pretoria,Gauteng,Townhouse,3,2,1,150,199,1103949,2024-08-14,2024-10-07,1014525,19,Sold
754,"747 Nelson Mandela Road, Lovemore Heights",Port Elizabeth,Eastern Cape,House,3,3,1,423,579,2656415,2024-11-30,,,7,Under Offer
755,"321 Park Lane, Menlyn",Pretoria,Gauteng,House,3,2.5,4,144,897,2657017,2024-12-02,,,11,Listed
756,"989 Long Street, Roodepoort",Johannesburg,Gauteng,Townhouse,4,2,2,107,276,3217544,2025-10-24,2025-12-08,3263080,38,Sold
757,"968 Oak Road, Rosebank",Johannesburg,Gauteng,House,3,2,4,128,476,2961107,2025-01-13,2025-04-12,2760164,41,Sold
758,"407 Victoria Street, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,2,2,2,52,0,1217894,2025-10-12,2026-01-29,1182824,15,Sold
759,"412 Long Road, Brooklyn",Pretoria,Gauteng,Apartment,2,1,1,122,0,2203184,2024-11-27,2024-12-06,2309141,46,Sold
760,"698 Station Lane, Randburg",Johannesburg,Gauteng,Commercial,0,3,25,1853,1106,7755587,2024-04-20,2024-05-31,7791932,20,Sold
761,"692 Main Drive, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,1,1.5,1,98,0,1679139,2025-10-28,,,37,Under Offer
762,"199 Park Drive, Midrand",Johannesburg,Gauteng,Commercial,0,3,16,438,2799,6790356,2025-08-25,,,19,Under Offer
763,"465 High Lane, Roodepoort",Johannesburg,Gauteng,Apartment,4,1,2,117,0,1594873,2024-06-24,2024-08-12,1486793,12,Sold
764,"45 Long Avenue, Ballito",Durban,KwaZulu-Natal,House,5,1,1,147,1326,2983874,2024-04-19,,,36,Under Offer
765,"959 Park Road, Phoenix",Durban,KwaZulu-Natal,Apartment,3,1.5,2,184,0,2267848,2024-02-16,2024-04-27,2152907,50,Sold
766,"103 Nelson Mandela Drive, Brooklyn",Pretoria,Gauteng,House,5,1,1,233,355,1781795,2025-07-15,2026-01-04,1816118,9,Sold
767,"216 Main Lane, Camps Bay",Cape Town,Western Cape,Farm,3,3,6,290,218201,6287981,2025-07-06,2025-10-31,6018011,48,Sold
768,"531 Park Lane, Midrand",Johannesburg,Gauteng,House,4,2.5,1,389,557,4783958,2023-11-07,,,26,Listed
769,"31 Nelson Mandela Drive, Lynnwood",Pretoria,Gauteng,House,3,2,2,397,472,1405418,2024-07-19,2024-12-27,1333301,26,Sold
770,"983 High Drive, La Lucia",Durban,KwaZulu-Natal,Townhouse,4,2.5,2,198,175,2568204,2024-03-12,2024-03-20,2347527,21,Sold
771,"952 Jan Smuts Lane, Hatfield",Pretoria,Gauteng,Townhouse,3,2,2,198,384,1630832,2025-07-26,,,5,Listed
772,"830 Jan Smuts Drive, Westville",Durban,KwaZulu-Natal,Apartment,3,1,2,84,0,1461835,2023-12-18,,,15,Listed
773,"940 High Street, Walmer",Port Elizabeth,Eastern Cape,House,5,4,1,447,1201,2545137,2025-01-19,,,19,Withdrawn
774,"328 Nelson Mandela Avenue, Walmer",Port Elizabeth,Eastern Cape,House,4,2,1,153,1204,2132625,2024-10-08,,,37,Listed
775,"396 Long Street, Bellville",Cape Town,Western Cape,House,3,3,1,371,593,3600918,2025-01-23,,,6,Under Offer
776,"37 Park Lane, Observatory",Cape Town,Western Cape,House,3,2,1,219,1441,3968185,2024-03-12,,,30,Under Offer
777,"931 High Road, Lovemore Heights",Port Elizabeth,Eastern Cape,Townhouse,2,2.5,2,168,327,932778,2024-12-24,2025-02-12,887445,42,Sold
778,"834 Park Lane, Lynnwood",Pretoria,Gauteng,House,4,2,2,367,449,2419093,2024-07-10,,,17,Listed
779,"988 High Avenue, Waterfront",Cape Town,Western Cape,House,3,2,3,356,771,1990492,2024-01-22,,,9,Under Offer
780,"514 Long Road, Randburg",Johannesburg,Gauteng,House,5,3,1,409,1407,4875645,2024-12-22,2025-04-29,4818055,27,Sold
781,"677 Oak Lane, Camps Bay",Cape Town,Western Cape,House,2,1,2,232,1238,5831188,2024-06-04,,,46,Under Offer
782,"908 High Street, Umlazi",Durban,KwaZulu-Natal,Apartment,2,2.5,1,105,0,1246326,2023-12-14,2024-05-20,1263067,2,Sold
783,"193 Long Lane, Alexandra",Johannesburg,Gauteng,House,4,2.5,1,155,506,5212597,2025-09-17,2026-01-28,4834913,18,Sold
784,"525 Oak Lane, Silverton",Pretoria,Gauteng,House,4,1,2,364,560,2480650,2024-08-08,,,8,Listed
785,"330 Station Drive, Clifton",Cape Town,Western Cape,Apartment,3,1,2,71,0,1918246,2025-03-17,,,12,Under Offer
786,"439 Victoria Road, Houghton",Johannesburg,Gauteng,House,3,2,4,335,1259,2409996,2024-12-02,,,18,Listed
787,"921 Main Avenue, Constantia",Cape Town,Western Cape,Townhouse,3,3,2,121,160,1899735,2025-03-24,2025-09-04,1949207,30,Sold
788,"669 Market Road, Humewood",Port Elizabeth,Eastern Cape,Farm,4,3,3,438,330725,5421036,2024-06-02,,,5,Under Offer
789,"586 Park Street, Hatfield",Pretoria,Gauteng,House,2,3,3,150,1313,1826314,2025-07-03,,,22,Under Offer
790,"517 High Avenue, Fourways",Johannesburg,Gauteng,Apartment,2,2,2,106,0,2649954,2024-02-29,,,3,Listed
791,"632 Park Street, Walmer",Port Elizabeth,Eastern Cape,Townhouse,3,2,1,243,352,881112,2024-12-20,2025-01-04,796907,24,Sold
792,"460 Main Lane, Houghton",Johannesburg,Gauteng,Apartment,3,2.5,1,189,0,2058744,2024-12-05,,,24,Listed
793,"87 Nelson Mandela Road, Soweto",Johannesburg,Gauteng,House,3,2,2,393,1128,3748675,2025-07-01,,,40,Listed
794,"928 Beach Street, Framesby",Port Elizabeth,Eastern Cape,Townhouse,4,2.5,1,149,152,2146977,2025-05-12,,,19,Withdrawn
795,"525 Nelson Mandela Road, Woodstock",Cape Town,Western Cape,Townhouse,4,1.5,1,125,384,3766131,2025-11-03,2025-11-21,3843061,24,Sold
796,"765 Main Road, Humewood",Port Elizabeth,Eastern Cape,Apartment,2,2.5,2,189,0,1749544,2025-03-26,,,22,Withdrawn
797,"851 Oak Road, Camps Bay",Cape Town,Western Cape,Apartment,1,2.5,2,192,0,2226464,2023-12-24,,,45,Listed
798,"662 Victoria Lane, Humewood",Port Elizabeth,Eastern Cape,House,4,1,3,358,1194,2150138,2024-02-27,2024-04-13,2065456,27,Sold
799,"618 Park Lane, Alexandra",Johannesburg,Gauteng,House,4,2,4,254,336,4424978,2025-01-31,,,30,Listed
800,"14 Main Lane, Green Point",Cape Town,Western Cape,House,3,2.5,2,379,962,2238821,2025-04-15,2025-07-12,2094948,46,Sold
801,"259 Church Road, Lovemore Heights",Port Elizabeth,Eastern Cape,Townhouse,4,1.5,1,243,191,1431160,2025-10-13,,,32,Under Offer
802,"228 Station Road, Woodstock",Cape Town,Western Cape,Apartment,2,1.5,2,187,0,3026320,2025-09-16,,,3,Listed
803,"841 Nelson Mandela Street, Ballito",Durban,KwaZulu-Natal,House,5,2.5,2,162,802,3018019,2025-08-30,,,20,Listed
804,"870 Beach Drive, Framesby",Port Elizabeth,Eastern Cape,House,3,2.5,4,327,695,1348242,2025-05-18,2025-06-08,1356150,9,Sold
805,"276 Beach Road, Walmer",Port Elizabeth,Eastern Cape,Apartment,2,1,1,79,0,844750,2024-01-28,,,30,Listed
806,"381 Station Drive, Observatory",Cape Town,Western Cape,Apartment,2,1.5,1,146,0,1473006,2025-10-15,,,1,Listed
807,"149 Park Drive, Ballito",Durban,KwaZulu-Natal,Apartment,2,2.5,2,187,0,814157,2024-06-26,,,49,Under Offer
808,"996 Beach Street, Centurion",Pretoria,Gauteng,Townhouse,4,2,1,166,328,1163484,2025-04-03,,,30,Listed
809,"866 Market Lane, Arcadia",Pretoria,Gauteng,House,4,3,1,292,385,3761438,2025-08-25,,,20,Withdrawn
810,"902 Main Lane, Umlazi",Durban,KwaZulu-Natal,Apartment,2,1,1,95,0,2127993,2025-06-10,,,11,Listed
811,"385 Station Avenue, Arcadia",Pretoria,Gauteng,House,3,2,1,377,857,3884496,2024-01-23,,,21,Listed
812,"127 Beach Avenue, Constantia",Cape Town,Western Cape,House,5,2.5,1,446,759,4841135,2024-02-05,,,20,Listed
813,"305 Market Drive, Green Point",Cape Town,Western Cape,Farm,6,3,3,362,98161,5068785,2024-03-17,,,15,Listed
814,"790 Beach Street, Sunnyside",Pretoria,Gauteng,House,5,2,4,142,564,2574486,2025-09-26,,,27,Listed
815,"949 Main Road, Arcadia",Pretoria,Gauteng,House,5,3,2,378,848,1865313,2025-04-22,,,17,Listed
816,"52 Jan Smuts Avenue, Bishopscourt",Cape Town,Western Cape,House,4,2.5,2,404,1423,2877337,2025-04-24,2025-08-27,2902501,13,Sold
817,"720 Victoria Drive, Phoenix",Durban,KwaZulu-Natal,Apartment,4,1.5,1,141,0,1895686,2025-05-20,,,35,Listed
818,"476 Oak Avenue, Menlyn",Pretoria,Gauteng,House,4,4,3,308,1263,2841973,2025-07-07,2025-08-29,2933836,25,Sold
819,"440 Long Street, Soweto",Johannesburg,Gauteng,Farm,4,3,6,275,129872,6458585,2023-12-10,,,47,Withdrawn
820,"523 Station Road, Humewood",Port Elizabeth,Eastern Cape,House,4,2,4,165,824,2991343,2024-08-22,,,26,Listed
821,"107 High Street, Westville",Durban,KwaZulu-Natal,House,4,4,1,151,469,2832494,2024-10-25,,,37,Listed
822,"469 Oak Street, Phoenix",Durban,KwaZulu-Natal,House,5,2,3,423,1499,3394716,2024-06-25,2024-10-20,3252596,46,Sold
823,"230 Long Street, Umhlanga",Durban,KwaZulu-Natal,House,5,4,2,214,1421,1836675,2025-03-10,2025-08-22,1667188,12,Sold
824,"35 Nelson Mandela Lane, Clifton",Cape Town,Western Cape,Townhouse,4,2.5,1,164,285,3459011,2024-09-05,,,31,Listed
825,"33 Station Drive, Westville",Durban,KwaZulu-Natal,Townhouse,3,2.5,1,155,183,2295030,2024-11-27,,,15,Listed
826,"787 Station Street, Camps Bay",Cape Town,Western Cape,Apartment,3,2.5,2,79,0,2124910,2024-03-08,,,33,Under Offer
827,"380 High Lane, Durban North",Durban,KwaZulu-Natal,Townhouse,3,3,1,105,174,2169409,2024-06-21,2024-06-28,2008959,10,Sold
828,"136 Long Avenue, Parktown",Johannesburg,Gauteng,Commercial,0,4,40,1683,4531,8429908,2025-08-03,,,35,Listed
829,"41 Park Drive, Roodepoort",Johannesburg,Gauteng,House,3,3,2,361,1419,5183571,2024-04-14,,,2,Listed
830,"800 Nelson Mandela Road, Arcadia",Pretoria,Gauteng,House,3,2.5,1,432,1377,2432805,2024-12-20,,,49,Listed
831,"557 High Road, Sunnyside",Pretoria,Gauteng,House,5,2,2,409,1177,3383594,2024-01-09,,,37,Under Offer
832,"900 Victoria Road, Sunnyside",Pretoria,Gauteng,Apartment,3,1.5,2,147,0,1404944,2024-08-28,,,43,Listed
833,"917 Park Avenue, Roodepoort",Johannesburg,Gauteng,Townhouse,4,2,2,140,319,2750174,2025-10-29,,,43,Listed
834,"121 Oak Road, Walmer",Port Elizabeth,Eastern Cape,House,4,3,3,231,820,1329118,2025-08-03,,,2,Under Offer
835,"865 Long Avenue, Kabega Park",Port Elizabeth,Eastern Cape,Apartment,3,2,1,61,0,857012,2024-12-25,,,10,Listed
836,"660 Beach Road, Mitchell's Plain",Cape Town,Western Cape,Apartment,3,2,1,166,0,1728955,2025-11-03,,,2,Listed
837,"434 Jan Smuts Avenue, Parktown",Johannesburg,Gauteng,Apartment,2,2,2,148,0,2599896,2025-06-24,,,9,Listed
838,"256 Market Lane, Montana",Pretoria,Gauteng,Townhouse,4,1.5,2,243,153,1270993,2024-05-16,2024-08-18,1251956,35,Sold
839,"105 High Street, Morningside",Durban,KwaZulu-Natal,House,4,4,1,429,783,2682104,2025-01-14,,,27,Listed
840,"954 High Avenue, Waterkloof",Pretoria,Gauteng,House,5,2,4,198,335,1619341,2025-01-16,2025-04-07,1472220,32,Sold
841,"182 Oak Drive, Newton Park",Port Elizabeth,Eastern Cape,House,3,3,3,427,1194,1069019,2024-11-06,,,18,Withdrawn
842,"249 Victoria Lane, Randburg",Johannesburg,Gauteng,House,2,3,3,185,860,2046107,2024-10-08,2025-01-04,1967994,38,Sold
843,"76 Jan Smuts Street, Camps Bay",Cape Town,Western Cape,House,4,2,2,335,1158,2138374,2025-09-12,,,44,Listed
844,"177 Church Street, Sunnyside",Pretoria,Gauteng,Apartment,1,2,1,97,0,1678931,2024-07-15,,,27,Listed
845,"720 Main Avenue, Melrose",Johannesburg,Gauteng,Townhouse,3,2,2,143,158,2745253,2025-06-05,,,29,Listed
846,"709 Nelson Mandela Drive, Umlazi",Durban,KwaZulu-Natal,Townhouse,4,2,1,118,309,1494334,2025-02-06,,,20,Listed
847,"227 Jan Smuts Lane, Lynnwood",Pretoria,Gauteng,Apartment,2,1.5,1,106,0,1131729,2024-05-25,,,44,Listed
848,"533 Beach Lane, Waterkloof",Pretoria,Gauteng,Apartment,1,2.5,1,98,0,956240,2025-02-28,,,14,Listed
849,"608 Market Lane, Rosebank",Johannesburg,Gauteng,Apartment,1,1.5,1,96,0,1667515,2025-04-18,2025-10-09,1541420,34,Sold
850,"698 Main Drive, Bishopscourt",Cape Town,Western Cape,Apartment,3,1.5,2,140,0,3274431,2024-09-12,,,3,Under Offer
851,"560 Market Road, Claremont",Cape Town,Western Cape,Farm,4,2,4,387,467882,8064617,2025-06-20,,,30,Withdrawn
852,"839 Victoria Road, La Lucia",Durban,KwaZulu-Natal,Apartment,1,2,1,181,0,1619879,2024-10-02,,,26,Withdrawn
853,"714 Beach Drive, Humewood",Port Elizabeth,Eastern Cape,House,2,2.5,1,374,908,1632038,2024-08-18,2024-12-29,1516600,16,Sold
854,"380 Beach Avenue, Mitchell's Plain",Cape Town,Western Cape,Townhouse,2,2,1,164,363,1666599,2025-01-10,,,35,Listed
855,"246 Oak Street, Kabega Park",Port Elizabeth,Eastern Cape,House,4,3,4,315,502,1555489,2025-04-28,2025-10-14,1485648,48,Sold
856,"327 Market Avenue, Clifton",Cape Town,Western Cape,Apartment,3,2.5,2,170,0,1882211,2024-08-27,,,24,Under Offer
857,"902 Church Drive, Menlyn",Pretoria,Gauteng,Townhouse,3,2,1,117,220,975415,2024-02-13,,,7,Withdrawn
858,"907 Market Street, Umhlanga",Durban,KwaZulu-Natal,Apartment,1,2.5,1,69,0,1111227,2025-02-11,,,48,Listed
859,"55 Oak Lane, Observatory",Cape Town,Western Cape,Commercial,0,4,10,281,728,15715313,2024-07-24,2024-08-17,16440986,12,Sold
860,"968 Jan Smuts Lane, Parktown",Johannesburg,Gauteng,Apartment,3,2,1,146,0,2142538,2025-02-09,,,43,Listed
861,"690 Oak Drive, Rosebank",Johannesburg,Gauteng,Townhouse,3,2,1,152,301,1535736,2024-09-08,,,30,Listed
862,"516 Market Lane, Summerstrand",Port Elizabeth,Eastern Cape,Commercial,0,6,33,523,582,9275991,2024-03-13,2024-07-01,8469395,4,Sold
863,"573 Park Drive, Summerstrand",Port Elizabeth,Eastern Cape,House,3,2,4,121,617,1478283,2024-06-08,2024-06-23,1496648,29,Sold
864,"3 Main Road, Clifton",Cape Town,Western Cape,House,4,2,2,340,833,5750517,2025-03-25,,,50,Listed
865,"818 Park Road, Summerstrand",Port Elizabeth,Eastern Cape,House,3,2,1,436,329,2351475,2025-06-10,,,14,Listed
866,"366 Jan Smuts Road, Randburg",Johannesburg,Gauteng,House,2,2.5,1,198,1180,3943719,2024-08-16,2024-10-04,3991304,10,Sold
867,"52 Market Drive, Sunnyside",Pretoria,Gauteng,Apartment,4,1.5,1,179,0,1772662,2025-10-17,,,13,Listed
868,"635 High Lane, Sea Point",Cape Town,Western Cape,Farm,3,4,5,482,215372,5101921,2025-01-10,,,2,Withdrawn
869,"111 Nelson Mandela Road, Montana",Pretoria,Gauteng,Apartment,1,2,2,174,0,980223,2024-05-01,,,11,Listed
870,"913 Park Road, Walmer",Port Elizabeth,Eastern Cape,Townhouse,2,2,1,102,340,1885906,2024-07-25,2024-12-16,1742657,6,Sold
871,"436 High Drive, Walmer",Port Elizabeth,Eastern Cape,House,4,2,3,232,853,2303144,2025-06-22,,,11,Listed
872,"405 Long Lane, Phoenix",Durban,KwaZulu-Natal,Townhouse,4,2.5,1,174,310,2472520,2025-03-26,2025-08-04,2558532,50,Sold
873,"506 Long Avenue, Woodstock",Cape Town,Western Cape,House,2,4,4,349,915,5712702,2025-09-09,,,32,Withdrawn
874,"786 High Road, Newton Park",Port Elizabeth,Eastern Cape,House,3,4,2,141,1177,2509096,2024-02-28,,,15,Listed
875,"689 Nelson Mandela Avenue, Brooklyn",Pretoria,Gauteng,Farm,4,2,3,311,397260,4081398,2024-06-11,,,6,Listed
876,"636 Station Drive, Summerstrand",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,195,0,1836632,2025-04-26,2025-09-07,1837088,27,Sold
877,"588 Jan Smuts Lane, Newton Park",Port Elizabeth,Eastern Cape,Apartment,3,1.5,1,168,0,1838174,2024-09-10,2024-11-23,1866416,32,Sold
878,"556 Long Road, Sandton",Johannesburg,Gauteng,Farm,3,4,8,299,250479,8130004,2024-02-03,,,40,Under Offer
879,"729 Church Street, Montana",Pretoria,Gauteng,Townhouse,3,2,1,190,318,1062795,2024-04-24,2024-06-07,1054832,44,Sold
